Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
"21st Century Money, Banking & Commerce",Provides general overview of electronic banking and commerce.,"['Thomas P. Vartanian', 'Robert H. Ledig', 'Lynn Bruneau']",http://books.google.com/books/content?id=t4s9AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=t4s9AQAAIAAJ&q=21st+Century+Money,+Banking&dq=21st+Century+Money,+Banking&hl=&cd=1&source=gbs_api",Fried Frank Harris Shriver &,1998,"http://books.google.com/books?id=t4s9AQAAIAAJ&dq=21st+Century+Money,+Banking&hl=&source=gbs_api",['Business & Economics'],
Ultimate Lesbian Erotica 2005,"A new best-of-the-best series of original lesbian erotica, ""Ultimate Lesbian Erotica"" will present the hottest, never-before-seen work from the top writers of lesbian erotica. Nicole Foster edited the best-selling books ""Skin Deep,"" ""Awakening the Virgin,"" and ""Electric.""",['Nicole Foster'],http://books.google.com/books/content?id=fnMsAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=fnMsAQAAIAAJ&q=Ultimate+Lesbian+Erotica+2005&dq=Ultimate+Lesbian+Erotica+2005&hl=&cd=1&source=gbs_api,Alyson Publications,2004,http://books.google.com/books?id=fnMsAQAAIAAJ&dq=Ultimate+Lesbian+Erotica+2005&hl=&source=gbs_api,['Fiction'],
Black and White,"Two star high school basketball players, one black and one white, experience the justice system differently after committing a crime together and getting caught. An ALA Best Book for Young Adults. Reprint.",['Paul Volponi'],http://books.google.com/books/content?id=JCTaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=JCTaCwAAQBAJ&pg=PP1&dq=Black+and+White&hl=&cd=1&source=gbs_api,,2006,http://books.google.com/books?id=JCTaCwAAQBAJ&dq=Black+and+White&hl=&source=gbs_api,['Juvenile Fiction'],11.0
Christianity That Counts: Being a Christian in a Non-Christian World,,['Douglas R. Groothuis'],http://books.google.com/books/content?id=o6c6hx5mqj4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=o6c6hx5mqj4C&q=Christianity+That+Counts:+Being+a+Christian+in+a+Non-Christian+World&dq=Christianity+That+Counts:+Being+a+Christian+in+a+Non-Christian+World&hl=&cd=1&source=gbs_api,Baker Publishing Group,1994,http://books.google.com/books?id=o6c6hx5mqj4C&dq=Christianity+That+Counts:+Being+a+Christian+in+a+Non-Christian+World&hl=&source=gbs_api,['Religion'],
Gift Giver,"Ten-year-old Doris's gradual friendship with the new boy in her inner-city neighborhood, Amir, brings her into a closer understanding with her family even though it divides her from her old friends.",['Joyce Hansen'],http://books.google.com/books/content?id=G6_K7dv00pgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=G6_K7dv00pgC&pg=PA14&dq=Gift+Giver&hl=&cd=1&source=gbs_api,Houghton Mifflin Harcourt,2005,http://books.google.nl/books?id=G6_K7dv00pgC&dq=Gift+Giver&hl=&source=gbs_api,['Juvenile Fiction'],1.0
The Rough Guide to Jazz 3 (Rough Guide Reference),"Lists one thousand ultimate travel experiences from around the world, from punting on the Cam in England and visiting monastaries in Greece to hiking in Yosemite National Park and kayaking in Norway.",['Rough Guides (Firm)'],http://books.google.com/books/content?id=DccRAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=DccRAQAAIAAJ&q=The+Rough+Guide+to+Jazz+3+(Rough+Guide+Reference)&dq=The+Rough+Guide+to+Jazz+3+(Rough+Guide+Reference)&hl=&cd=1&source=gbs_api,,2007,http://books.google.com/books?id=DccRAQAAIAAJ&dq=The+Rough+Guide+to+Jazz+3+(Rough+Guide+Reference)&hl=&source=gbs_api,['Travel'],2.0
A Brief History of Qi,"A Brief History of Qi takes the reader through the mysterious terrain of Chinese Medicine, Chinese language, Chinese martial arts and Qi Gong - a truly evocative guide to virtually all the traditional Chinese arts and sciences. This book is devoted to a topic represented by a single Chinese character, Qi. When presented with the concept of Qi, students of Chinese culture, Chinese medicine, Chinese martial arts and a wide range of Chinese traditional arts and sciences face one of the most perplexing challenges of their tenure. The book begins with an examination of Qi's linguistic and literary roots, stretching back through the shadowy mists of Chinese pre-civilisation. The authors then trace the development of the concept of Qi through a number of related traditional Chinese disciplines including painting, poetry, medicine and martial arts. The book concludes with an examination of the depth and breadth of Qi as manifested in life's cycles.","['Yu Huan Zhang', 'Ken Rose']",http://books.google.com/books/content?id=701u-PHNAuMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=701u-PHNAuMC&printsec=frontcover&dq=A+Brief+History+of+Qi&hl=&cd=1&source=gbs_api,Paradigm Publications,2001,https://play.google.com/store/books/details?id=701u-PHNAuMC&source=gbs_api,['Medical'],
"Reconstructing the history of railroading in Tuscumbia and Sheffield, Alabama, through relicts on the landscape.(Geography, Forestry, Conservation, ... Journal of the Alabama Academy of Science",,['W. Woodford Clayton'],http://books.google.com/books/content?id=8ipEAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=8ipEAQAAMAAJ&printsec=frontcover&dq=Reconstructing+the+history+of+railroading+in+Tuscumbia+and+Sheffield,+Alabama,+through+relicts+on+the+landscape.(Geography,+Forestry,+Conservation,+...+Journal+of+the+Alabama+Academy+of+Science&hl=&cd=1&source=gbs_api",,1880,https://play.google.com/store/books/details?id=8ipEAQAAMAAJ&source=gbs_api,['Biography'],
"The Essential Guide to Prescription Drugs 2004 : Everything You Need To Know For Safe Drug Use (Essential Guide to Prescription Drugs, 2004)","The Essential Guide to Prescription Drugs has been used for more than twenty-five years by informed consumers interested in obtaining full information about the medicines they take. Revised annually to help readers stay abreast of continual innovations in drug therapy, each edition continues to provide the detailed profiles of prescription drug information that families have come to expect and rely on. Each drug profile offers a great depth of information, which includes crucial facts about medical conditions and drug combinations that often require dosing adjustments. For example, if you or a family member suffers a liver or kidney ailment, you'll learn how medication dose or frequency may need to be modified to help avoid dangerous and unnecessary toxic drug reactions. Each of the more than 300 drug profiles opens with an easy-to-read informational box outlining the benefits and risks of the drug, followed by information on available dosage, forms, and strengths; examples of what the drug treats when used alone or as part of a combination drug product; the advisability of use during pregnancy or when nursing; adverse effects and common side effects; and much more. Ongoing research helps expand and shape our understanding of how diseases happen and often leads to the development of revolutionary new medicines. In ""The Leading Edge,"" Dr. Rybacki makes readers aware of promising new medications awaiting FDA approval, and in ""True Breakthroughs,"" he describes novel drugs recently approved by the FDA and also details previously undiscovered new uses for older medicines. A unique feature called ""Typical Treatment Goals and Measurements"" explains what your doctor is usually trying to accomplish with medicines to help you and your family stay at the center of care. Available without a prescription, an essential reference for every family For more than twenty-five years, The Essential Guide to Prescription Drugs has helped families make sense of the overwhelming and often contradictory flood of information about their prescriptions. Filled with critical health information, this fully revised and updated edition provides more detailed and comprehensive profiles on the most important drugs in current use than any other reference source. You'll find: The benefits and risks of each drug highlighted in quick, easy-to-read reference boxes How each drug works and what to do if you miss a dose Comprehensive safety information -- including the latest details on dangerous drug combinations and interactions with herbal medicines Special precautions to take if you're over sixty, pregnant, or breastfeeding Cost-saving advice for both consumers and medical professionals 16 pages of color photographs of common prescription drugs And much more!","['James J. Rybacki, PharmD.']",http://books.google.com/books/content?id=YgEqKgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=YgEqKgAACAAJ&dq=The+Essential+Guide+to+Prescription+Drugs+2004+:+Everything+You+Need+To+Know+For+Safe+Drug+Use+(Essential+Guide+to+Prescription+Drugs,+2004)&hl=&cd=1&source=gbs_api",Collins Reference,2003-12-02,"http://books.google.nl/books?id=YgEqKgAACAAJ&dq=The+Essential+Guide+to+Prescription+Drugs+2004+:+Everything+You+Need+To+Know+For+Safe+Drug+Use+(Essential+Guide+to+Prescription+Drugs,+2004)&hl=&source=gbs_api",['Health & Fitness'],
Gentle Annie: The True Story of a Civil War Nurse,"A biography of Anna Blair Etheridge, a nurse during the Civil War, from childhood through her four years of service with the Army of the Potomac.",['Mary Francis Shura'],http://books.google.com/books/content?id=KzEGAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=KzEGAAAACAAJ&dq=Gentle+Annie:+The+True+Story+of+a+Civil+War+Nurse&hl=&cd=1&source=gbs_api,Turtleback,1994-03-01,http://books.google.com/books?id=KzEGAAAACAAJ&dq=Gentle+Annie:+The+True+Story+of+a+Civil+War+Nurse&hl=&source=gbs_api,['Juvenile Nonfiction'],1.0
Battle for Manhattan,,,,,,,,,
The Robots of Dawn (Robot Series),,,,,,,,,
Ass Whippings,"Ass Whippings is a story for youth and adults about six boys who, are placed in two orphanages. Based on true events, the story takes the reader back in time to an era that will seem unbelievable to our contemporary generation of youth and adults. The reader will find the journey these boys take sad, humorous, full of adventure, tragic, but ultimately triumphant. Ultimately, the story will leave the reader with a renewed faith in the courage and tenacity of children as they strive to find their place in the world.",['Michael Dunne Healy'],http://books.google.com/books/content?id=iIcaAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=iIcaAAAACAAJ&dq=Ass+Whippings&hl=&cd=1&source=gbs_api,Publishamerica Incorporated,2005-10-01,http://books.google.nl/books?id=iIcaAAAACAAJ&dq=Ass+Whippings&hl=&source=gbs_api,['Fiction'],1.0
